ID,Tweet,Affect Dimension,intensity
2017-En-31333,@viquintis OH yeah; I never showed you that part of the session did I? I'll plop them into Discord. Pure hilarity.,joy,0.646
2017-En-30338,Watch this amazing live.ly broadcast by @flydudern #lively #musically,joy,0.538
2017-En-30271,Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy,joy,0.58
2017-En-31578,@andiymouse @jordana_brown @F1ghtCamp I'm sure he'll do just fine. He can always change to #beer or #cheer squad,joy,0.56
2017-En-31212,OMG NOL i love u so so much i love ur cheery face and hugs 😘😘😘 @CRAZYmac17,joy,0.98
2017-En-31166,"@WhoIsThisCaleb you could leap to your feet dramatically, plant one foot on the seat of your chair, and let out that jaunty tune!",joy,0.583
2017-En-31195,something about opening mail is just...very pleasing,joy,0.646
2017-En-31350,Fun pizza night last night with the @PERFORMERS_COLL crew. What a gorgeous bunch of newbies ❤️ #lively #exciting 💪🏼,joy,0.833
2017-En-30836,"@Geminiak @LondonNPC you're welcome! #wordgeek \nAlso, good to put a face to the twitter feed, even if it was only a cheery hello! 😀",joy,0.646
2017-En-30098,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness  #happyme,joy,0.76
2017-En-30007,"#BridgetJonesBaby is the best thing I've seen in ages! So funny, I've missed Bridget! #love  #TeamMark",joy,0.922
2017-En-30849,"it gets better. without explanation; you just wake up one morning and you’re just happy, totally and utterly elated.",joy,0.896
2017-En-30372,@kevinmenzel annual reminder that i don't care and will cheerfully eat anything so labeled,joy,0.519
2017-En-31415,@msdhoni #dhoni bcoz of is calmness nd match winning  finishers nd a proud #miltirian #dad#husband nd wonderful humanbeing nd his #smile,joy,0.657
2017-En-31266,@sophieRblake @SkySpeedway @Kelvin_Tatum @chrislouisIWSC no wonder Kelvin and Chris are smiling! 😍,joy,0.792
2017-En-31283,@nerdist How cool would it be if @StephenByrne86 animated the scene,joy,0.521
2017-En-30916,@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,joy,0.833
2017-En-30167,Look forward to the detours because they bring delightful surprises. #lifequote ,joy,0.667
2017-En-30918,Gemma Simmons is the bright spot of the premiere so far. #AgentsofSHIELD,joy,0.521
2017-En-30181,"I'm due for a big change! I've prayed on it, I think I deserve it #positivity #optimism",joy,0.66
2017-En-30347,"@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue.",joy,0.521
2017-En-30851,Heather that was #hilarious! @MsHeatherBates @pattonoswalt @chrishansen #AnthonyWeiner #15gets20 #NYC,joy,0.812
2017-En-31457,"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉",joy,0.86
2017-En-31139,@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. #smiling,joy,0.708
2017-En-30076,"Indian time it's already ur birthday @akshaymarwah22. Have a stupendous birthday. Wish you more success, laughter and lots of love. Hugs. x",joy,0.792
2017-En-31078,Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love,joy,0.56
2017-En-30043,@ContourCosmetic well done ladies! A great award for an amazing team. A delight to present the award to you.,joy,0.84
2017-En-31600,semores: let's get this. #mirth #SAW #keepthetradition 💜💛⚛🏵🍇🍋🌼🐤🐥👚😈😈👾🧀,joy,0.56
2017-En-31252,I love looking at my old statuses on Facebook. The one I have from four years ago on this day was about #glee. I had so many opinions...,joy,0.6
2017-En-30062,@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,joy,0.812
2017-En-30105,"North America vs Sweden is the most exhilarating hockey I've ever watched 😅 wow , mackinonns mitts are silky #TeamNA #WCH2016",joy,0.75
2017-En-30202,@scdesc Yup. And Val basically ignoring the recipe. I'm just done. I keep bursting into laughter x,joy,0.646
2017-En-31134,Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,joy,0.893
2017-En-30234,In ever use to like smiling until I realized how good my teeth look ... Witout the braces,joy,0.613
2017-En-30235,@saraandgreg @Airbnb Another happy customer.  #secreteyes,joy,0.611
2017-En-30119,@stackee Charlie attempted to suffocate me with a cushion for cheering so much at the great news 😂😂,joy,0.729
2017-En-30257,It's better to be wetter than it is dry' - @RLevin91 certainly found that hilarious #GBBO,joy,0.6
2017-En-31602,@NHLstoreNYC @TeamNA_WCH #NHLNYCSWEEPSTAKES having fun watching team North America and cheering team Canada!,joy,0.625
2017-En-31551,Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ ,joy,0.819
2017-En-30217,@liamch88 yeah! :) playing well #optimism,joy,0.625
2017-En-31317,"Zeph 3:17 'The Lord...is in your midst, a mighty one who will save; He will rejoice over you with gladness; He will quiet you by his love'",joy,0.66
2017-En-31466,Vincent looking super lively boy... Hattrick perhaps lol,joy,0.583
2017-En-30263,Peter is aesthetically pleasing to look at,joy,0.583
2017-En-31140,@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. ,joy,0.688
2017-En-30291,"Knowing how to cook is invaluable, what's even better is that even in a 400 sq ft place, I have wide and hearty homestyle egg noodles.",joy,0.562
2017-En-31607,"@selbsie yapyap! once upon a time, I was an avid fanfiction patron during my K-Pop heyday.",joy,0.542
2017-En-30253,@_stfukohle it's ok champ you'll make it I'm cheering you on from a far,joy,0.6
2017-En-30206,"He showed us a really lively performance, with a lot of different emotions, not just sticking to one. And that's freaking awesome.",joy,0.646
2017-En-31346,@reinervshunter you got this💙 #staystrong  #yourebeautiful,joy,0.542
2017-En-31060,Be content .... Life is too short. #smiling,joy,0.68
2017-En-30371,"It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious",joy,0.519
2017-En-30042,"@DorH84607784 Oh FANTASTIC, I bet it was super exhilarating  🤗😍",joy,0.84
2017-En-31368,jstor's lingua obscura articles are always such a delight,joy,0.58
2017-En-31558,"@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.",joy,0.688
2017-En-30269,It's meant to be!!  ,joy,0.583
2017-En-30316,Watch this amazing live.ly broadcast by @kana_blender  #musically,joy,0.558
2017-En-31092,Watching @melissamccarthy in #Spy she's one of Favorite actresses! Last night I was watching her #theboss #hilarious I just want to meet her,joy,0.78
2017-En-31037,Could not be happier!! ,joy,0.885
2018-En-03093,What are some good #funny #entertaining #interesting accounts I should follow ? My twitter is dry,joy,NONE
2018-En-00588,"@NoahWebHouse A review of my book faulted me for spending so much time on Webster's introductory front matter. But I had to, #brilliant!",joy,NONE
2018-En-01532,#good to learning #wisdom &lt;&lt; reform (v): make in order to improve something &gt;&gt;,joy,NONE
2018-En-03258,"Really excited to see our team this year, and especially moving in the next 2-3 years when his guys start playing significant minutes.",joy,NONE
2018-En-03332,Be happy. Be confident. Be kind.\n\n #KissablesLoveSMShopmag\nAllOutDenimFor KISSMARC,joy,NONE
2018-En-02369,@ledfordshyenne Little piggy 😂,joy,NONE
2018-En-04146,"You don't need money to have a great life, be eccentric, be creative, be joyful, be entertaining and all you want will come!",joy,NONE
2018-En-00231,@SatisfyingTaste @TheAnimalVines I used to make the peanut butter energy balls all the time. My famjam loved them! #recipes #yummy,joy,NONE
2018-En-00053,"@thedramble Tried it once. Poured into the sink. Didn't bother to make tasting notes :-) Looks like cheap sake, tasted like it too...",joy,NONE
2018-En-03178,@RuthieeL &amp; @EamonnHolmes are total entertainment on @thismorning #brilliant #sofunny #myfaves,joy,NONE
2018-En-04149,"being an entrepreneur at 18 is a real blessing 🙏🏼 the flexibility, doing what you love, and being the one in charge is #great #blessed",joy,NONE
2018-En-01943,Vin Diesel is pretty cool. I have seen him in that movie Riddick and Pitch Black too. He must work out or something. #smiles,joy,NONE
2018-En-02634,@TeenMomOG2 @Javimarroquin9 @KailLowry He is so cute! Your #minime for sure! #blessing,joy,NONE
2018-En-02801,"'Knowledge speaks, but wisdom listens.' - Jimi Hendrix #quote #contentment",joy,NONE
2018-En-01553,@realDonaldTrump @foxandfriends You are a man after God's heart and I am proud that you are my president.  #BlessedAndGrateful #awesomeness,joy,NONE
2018-En-01783,@071304Nathan Happy #blissful birthday,joy,NONE
2018-En-04294,@SkyNewsAust Oh for four years these  panelists were the lnp cheer squad hypocrites,joy,NONE
2018-En-00063,someone cheer me up,joy,NONE
2018-En-02105,"Even if Amps are not that much, I'm sure we'll keep growing and we're all genuinely support him for who he is, also want to make him happy.",joy,NONE
2018-En-04283,Drizzling Drizzling Cloudy smoky weather .... Weather is so pleasant... I wish I could drive a Car 😭,joy,NONE
2018-En-01609,Beautiful morning at the beach on Anna Maria Island with my wife. #vacation #blessed #happy,joy,NONE
2018-En-04219,"Miss Sylvester wants to see you in her office, Mr. Schue. She doesn't like to be kept waiting.  #glee",joy,NONE
2018-En-01111,Happy birthday @primo_can_dance have a blessed one my G 🎂🍾,joy,NONE
2018-En-00965,"know this makes me a bit sad, but v pleasurable to be spending my birthday quietly edited my book chapter with aid of coffee in cafe. #bliss",joy,NONE
2018-En-04311,One of my clients just said that my look reminded her of Kim Kardashian! Oh shoot hey now! Watch out...\nNot bad.. okay #flattered,joy,NONE
2018-En-03074,"@dwarsrivier_SA Welcome to the industry fellow #guides! Expect a future of #excitement, #hairraising tales and just allround #fun! :D",joy,NONE
2018-En-02384,and now I got tickets to Hamlet #yay #happy #londontheatre,joy,NONE
2018-En-00758,Mastering others is strength. Mastering yourself is true power. - Lao Tzu #meditate #mindful #joy #innerpeace #gratitude #inspire,joy,NONE
2018-En-04178,Some people make your laugh a little louder. Your smile a little brighter. and your life a little better,joy,NONE
2018-En-00406,Hey The Success Novel thanks for the follow! (UN)FOLLOW=(UN)FOLLOW Please visit my #twitter handle #quoteboxindia for #awesome #picture #qu…,joy,NONE
2018-En-01180,"Granny Smiths with Flapjack Crumble, died and in heaven #yummy @stac28 @Kimtins  #NadiyasBritishFoodAdventure",joy,NONE
2018-En-00663,persuade me into taking you out by using lively puns,joy,NONE
2018-En-00503,"'If you find your delight in the Lord, he will grant your heart's desire' (Ps 37:4) #tuesday #psalms",joy,NONE
2018-En-02775,"@TweetmeJordan @jordanknight oh, that too! 🤣",joy,NONE
2018-En-00259,I'm changing the snowman's into awful looking monsters at night. Its so funny when their owners encounter them and scream!,joy,NONE
2018-En-02563,"Just seen recent pics of Liz Hurley in swimming costume , she looks amazing 😍 #beauty ",joy,NONE
2018-En-00144,[PUBLISHER'S NOTE] We would love to hear how our magazine has been a blessing in your life. #feedback #blessing #ROMag #RunningOnMag,joy,NONE
2018-En-03523,Goodevening 😆,joy,NONE
2018-En-01044,"'When I get sad, I stop being sad and be awesome instead. True Story.' \n- Barney Stinson @ActuallyNPH\n#brohosting #motivation #awesomeness",joy,NONE
2018-En-02201,#Eclipe2017 An eclipse carries a large jolt of #energy. This one cut a wide swath across the United States. #Change #excitement #transition,joy,NONE
2018-En-02202,Pogba is too playful,joy,NONE
2018-En-00642,@eavesdropann My pleasure my dear. 😘,joy,NONE
2018-En-02965,@NewYorkTheater Even better as a monologue. Saw it at one of Martin Charnin's shows. ,joy,NONE
2018-En-01688,@rachcolours But smiling 😄☔️,joy,NONE
2018-En-01203,"Bitter afternoon,no sweetness at all #Lenovo",joy,NONE
2018-En-02279,It's a #blessing to love it's a blessing to have someone to love,joy,NONE
2018-En-02499,@England_Netball @NetballSW Please vote for the South West nominees to give us a chance #humbled  #southwestnetballfamily,joy,NONE
2018-En-02515,So happy Steven and I were together to experience that 💞 she's so beautiful,joy,NONE
2018-En-01992,Super excited and Counting down the hours until I see @Pink tomorrow night!!! #awesomeness 😍,joy,NONE
2018-En-00229,"@LouiseODonoghu2 You really want Fabinho, lol 😃",joy,NONE
2018-En-00966,@AsfandKhan6 Glad it went well 😄,joy,NONE
2018-En-02048,"@Paula_White all who #mourn, To console those who #mourn in #Zion, To give them #beauty for #ashes, The #oil of #joy for #mourning, [4/6]",joy,NONE
2018-En-01789,Streetlights coming on. We can see stars! #amazing #SolarEclipse2017,joy,NONE
2018-En-01402,@jojo110110 @kenanbailey Told you ! It's basically another iron man but a cheaper version 😂,joy,NONE
2018-En-03054,"Thank you for the M line construction @MTA . Sincerely, all J train riders Essex to Bway Junction. #nycsubway ",joy,NONE
2018-En-04346,My grace is sufficient for you...#motivation #bible #optimism,joy,NONE
2018-En-03095,"@camiIasvibe happy birthday girly. hope you have an amazing day, and I wish you a year of happiness and success 💞",joy,NONE
2018-En-03306,Who also miss glee ? #gleek #glee #GleeForever #DreamsComeTrue #dontstopbelieving #gleecast @GLEEonFOX,joy,NONE
2018-En-01645,"@Zara_Larsson90 @zaralarsson Can you check the date of the screenshot , I'll search for it in YouTube 😅 please",joy,NONE
2018-En-00143,@whounfollowedme - I'm #very #glad to see You in my community !,joy,NONE
2018-En-03511,5hrs sleep 😅,joy,NONE
2018-En-04039,Asked my client to take a twitter photo at the home away from home. He was happy to oblige 🍑#redlightsmakeeverythingbetter,joy,NONE
2018-En-00662,"Your most unhappy customers are your greatest source of learning Bill Gates, Microsoft co-founder #startup #entrepreneurship #delicious",joy,NONE
2018-En-02508,Absolutely love @unqualified but can't listen to it during my commute on the subway because I burst out laughing and people stare!,joy,NONE
2018-En-02452,Real happiness comes from the person who you truly love the most.. 😍 #071117,joy,NONE
2018-En-03194,"@LordeWorldRU @lordelive Ur so welcome buddy, u kids were awesome 😘",joy,NONE
2018-En-02914,@Jo_Caulfield Great GIF! #joyful,joy,NONE
2018-En-02164,They've cleared the warehouse floor at work and there's sooo much beautiful smooth concrete 😭,joy,NONE
2018-En-00784,TY @PhilDieke: 'To drown out the God of #blessing is a powerful #political act. But the silencing cannot go on forever.' - @FCSCreationSpir,joy,NONE
2018-En-00586,"“When I get sad, I stop being sad and be awesome instead.” \n― Barney Stinson",joy,NONE
2018-En-02837,Be strong. Stay positive. Make them wonder how you're still smiling.,joy,NONE
2018-En-01535,@realDonaldTrump Hilarious. What about self reflection??? World laughing at you!,joy,NONE
2018-En-04112,"@BuffettSongs 'life is so spicy up on bar-b-q hill.....looking good, you look so fine' #soveryfine #wow #:)",joy,NONE
2018-En-02635,@CommsRuss @LuHeron Sooooo needed to be on that call! #adorable #needyaunty #pupster,joy,NONE
2018-En-02404,The #buthisemails meme is hilarity.,joy,NONE
2018-En-03661,"'Hello, World' program's finally ready for GitHub 😊",joy,NONE
2018-En-00505,"@marcrileydj Looks like City fans are already blaming the ref for a shock defeat at Bournemouth, #amusing",joy,NONE
2018-En-02156,@SnoopDogg is the man ,joy,NONE
2018-En-03782,Best day of my life where my 19 year old bestie scared away a 22 year old thug #amazing #inspiring #mongay,joy,NONE
2018-En-03609,@YummyMummiesAU LOL 😍 This show is so funny,joy,NONE
2018-En-03825,All the bright places \n#movie💯😍,joy,NONE
2018-En-02453,A box of 80 @krispykreme donuts.... #awesome \n\nNow that is how to celebrate a birthday!! Happy Birthday!! \n\nNeed celebration donuts now!,joy,NONE
2018-En-00580,Just tried @GoodmanBakery for the 1st time... GF for 13 yrs &amp; these are some of the best baked goods I've ever had! DF is a bonus! #yummy,joy,NONE
2018-En-01624,Shaking about your 2 bills on snapchat 😅 you're obviously new to money,joy,NONE
2018-En-00840,@xxBambsxx @OriginalFunko @AshWillBradley @Elliewhitt123 I've retweeted and followed #good luck @AshWillBradley @OriginalFunko,joy,NONE
2018-En-01138,Marriage is the mourning after the knot before.         #laugh #punoftheday,joy,NONE
2018-En-01088,@ThePURCompany I have tried #PUR Mojito Lime mints They are #delicious 😘Happy #NationalMojitoDay to all #contest #win ✅💚,joy,NONE
2018-En-02966,@Rinoa11 lel I already know the whole plot dont worry I would have warned you :D man... Cid tho... That bitch slapped Gabranths hand away,joy,NONE
2018-En-04154,"This morning, watched a hummingbird, two cardinals, a bunch of finches, a large bunny, and a baby bunny all feasting in the backyard. #happy",joy,NONE
2018-En-03232,I hope you smiling and just laughing your soul out @lebeomak . I love you so much.. My Person\n                 😘😘😘😘\n                    😘😘😘😘,joy,NONE
2018-En-02479,@jinsproducer Thank you so much!! I don't draw a whole lot anymore but long haired jun is #inspiring,joy,NONE
2018-En-01013,just watched @Alicelevine on Love on @BBCiPlayer #hilarious,joy,NONE
2018-En-01443,"Psalm 95:1-7 O come, let us sing to the Lord; let us make a joyful noise to the rock of our salvation!",joy,NONE
2018-En-03839,So happy that I discovered coding...knowing what you want to do in life at the age of 23 is an amazing feeling.  #webdevelopment,joy,NONE
2018-En-02840,Fuck @mariannethyssen  Let us go for #splendid isolation !,joy,NONE
2018-En-02537,"Can a kangaroo jump higher than a house? Ofcourse, a house doesn’t jump at all.\n#elephantsportsllp #happy #jokeoftheday #laugh #stayhealthy",joy,NONE
2018-En-02472,@emaalymaae Looks beautiful 😘,joy,NONE
2018-En-03725,My parents seen how sad I was n offered to pay the 1st 3 months in rent when he comes home til he get straight 😂😂😂😂 #blessed ❤️,joy,NONE
2018-En-00892,Another big game day for @FootballSask at the Canada Cup. Next up Ontario. Go get them boys! We'll be cheering you on #306Football #Sask,joy,NONE
2018-En-03182,"#ever #heard of #flirt #marketing !!\n\n#engaging with a #person in such a #playful way that the person #enjoys, and finds #comfort with.",joy,NONE
2018-En-01742,Ain't nothing like a good leg workout to start of the day 🤘,joy,NONE
2018-En-00601,Happy birthday🎉🎉❤️😘 @courtneymcm142 I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞,joy,NONE
2018-En-03873,The blue vest Planet of the Apes/ DeRay thing is hilarious. This shows his age because the original literally had a blue vest on.😅,joy,NONE
2018-En-03857,"@stephenasmith You made me laugh today when you told a caller to turn up the volume, that you weren't doing the #MarvinGaye thing #levity",joy,NONE
2018-En-01324,"Smiles and laughter are always good, but never forget your Poker Face - Kaito Kid  #DCQuotes",joy,NONE
2018-En-03454,@lifevantage @MissBeccaClark you should make this for us! #yummy,joy,NONE
2018-En-02622,@DannyMcguire6 sad day Danny 😓you have been and still are a true Leeds rhino you have been brilliant at the club I will miss you,joy,NONE
2018-En-03991,@ChickfilA has forever changed my life 😍 #blessed,joy,NONE
2018-En-02375,"When I watch sport at times Andy Murray/rugby, it would be best for me to go into a sound proof box. #animated 😂 😂",joy,NONE
2018-En-01649,Really hoping that this is one of those take a leap and it will pay off moments. #optimism 💪🏻✨,joy,NONE
2018-En-03745,"@allthestations Don't worry, no more Pacers by the time you get to Scotland. :D",joy,NONE
2018-En-01981,Just #snorted #laughing @CommunityTV #outtakes @donaldglover @dannypudi #hilarious Best duo ever! @community,joy,NONE
2018-En-02823,A joyless faith is not one for which Jesus died. #thegospel #joy #Jesus #happiness,joy,NONE
2018-En-04048,@jsc_84 Hi Jen 👋 How are you getting on with your new phone? Did you manage to keep your number? 😃 CT,joy,NONE
2018-En-02898,@iamacatsby except now everyones saying that 'pee your pants' is code for 'kill yourself' and quite honestly it's hilarious,joy,NONE
2018-En-03234,You got me w that one @AmazonPrime ! New #theTICK trailer is #hilarity,joy,NONE
2018-En-01655,"I just tore my 2nd meniscus in 2 months what the fuck have you accomplished. But seriously, reaching maniacal laughter pain/WTF, self?-ness",joy,NONE
2018-En-00738,@riley_sager Happy US Publication day Riley!! So excited for you and for everyone who is yet to read the amazing #FinalGirls #TwoDaysFor🇬🇧,joy,NONE
2018-En-01403,Crikey I left primary school ten years ago 😱 idc what anyone says primary school was the best school years of my life ,joy,NONE
2018-En-03714,"I've never been happier. I'm laying awake as I watch @stolenmcments sleep. Thanks for making me happy again, babe.",joy,NONE
2018-En-02172,Not a childs play..... Happy Birthday Sir ..be blessed,joy,NONE
2018-En-02710,When Austin lets u take a rest day #tears #happy #crying #amazing #bestdayever #kindasad #cantfeelmyarms #actuallydieing,joy,NONE
2018-En-03519,@wildpawspics @starbeeston Don't miss out today then 👍💻😋\n\nThey are soooo yummy 😆,joy,NONE
2018-En-01737,@LouiseLinton just because you married money doesn't mean you have class it just means you are a high prices prostitute.  #adorable,joy,NONE
2018-En-02324,Disney having trouble casting Aladdin @tellyleung ....... You should do it! 😊 #warbler #glee,joy,NONE
2018-En-00302,Just did Yasso 800s for the first time. Kinda fun (maybe because I only did 4).  😀 Thanks @BartYasso!,joy,NONE
2018-En-00377,#Gambling Horse racing is animated roulette. ~ Roger Kahn #quotes #followme,joy,NONE
2018-En-00253,@WalmartToday your hitting it spot on with your commercials. Love the one with the town coming to eat and bringing chairs. #brilliant,joy,NONE
2018-En-01492,There is a rollicking kindness that looks like malice.  Friedrich Nietzsche #friedrichnietzsche,joy,NONE
2018-En-03394,"Summer is drawing to a close. It's been incredible. Build your life on dreams, kindness, hard work &amp; imagination. #manifest  #music",joy,NONE
2018-En-00614,"one of the crew talks of xer home planet, a massive sparkling world with immense moons",joy,NONE
2018-En-03500,I'm blessed with a wonderful older sister I'm so happy,joy,NONE
2018-En-01222,If you even dream of beating me you'd better wake up and apologise. Muhammad Ali :-) #boxing #droll #funny,joy,NONE
2018-En-03753,@kaylynreynolds @katycpstrong Ha brilliant 😂. Its really not ok is it 🙁 xx,joy,NONE
2018-En-00324,Guys I just went long on eclipse glasses stock. #investor #takesmoneytomakehoney  #imsosmart #TotalEclipseOfTheHeart,joy,NONE
2018-En-03274,threw away 7 bags worth of 'junk' today! #relieved,joy,NONE
2018-En-00947,Rabbit races ... 😊 .. simply perfect! \n\nSo glad @LeBatardShow and @Stugotz790 are back!,joy,NONE
2018-En-00055,Thx @DirectEnergy for hosting us @StampedeShaker ❤️ my boys @TomCochraneMUS @Trooper @Sloanmusic 😍 #great #nite,joy,NONE
2018-En-00283,😍🤤😍🤤😍 #foodie #yummy #halalfood \n(twitter saw,joy,NONE
2018-En-03884,You won't find #excuses if you seek #optimism. #realtalk,joy,NONE
2018-En-02203,1. I'm grateful for love.\n2. I'm grateful for miracles.\n3. I'm grateful for music.\n#beatdepression #grateful,joy,NONE
2018-En-04025,I'm actually so incredibly happy that my soul and by body connected and I'm able to have amazing time while living on this planet.Grateful🙏🏼,joy,NONE
2018-En-02161,There's loads to be #grateful for. Start by just looking in the mirror 💞✨ #ThursdayThoughts,joy,NONE
2018-En-00424,"@ToddWestervelt Psalm 109:17\nAs he loved #cursing, so let it come to him; As he did not #delight in #blessing, so let it be far from [1/2]",joy,NONE
2018-En-02474,@William79825670 @Bienvenuebrexit @UnityRefEire I better bring in the washing then...enjoy yere caveman celebration's laughing 😆 stock 👍,joy,NONE
2018-En-02996,@piersmorgan Hey you lost your credibility (not that you had any) also we told you so #🤣,joy,NONE
2018-En-02546,#oneday #your #pain will be your #pleasure .#Thursday #motivation #inspirational #quotes #startups #workhardplayhard #DoIT #success #Braves,joy,NONE
2018-En-03508,"@ldlapinski peas ARE pretty awesome, you make a valid point. (So much for saving ahead of moving away from home) 😂",joy,NONE
2018-En-03335,"Unrelated: when I see the words crème fraîche, I think of that South Park episode of Randy's obsession with the Food Network. 😃",joy,NONE
2018-En-01980,Be weird. Be #happy. Be #grateful. Be #positive. Be open #minded.\r#love #bliss #success,joy,NONE
2018-En-03144,I'm so in love with that smile of yours🖤.,joy,NONE
2018-En-04223,"@tompeck AntiLol: for fast, effective relief from mirth.",joy,NONE
2018-En-01816,The @StandardDiary nailing @SarahTheDuchess the other day was very amusing! 'I've written 56 books... ' @standardnews #hilarious #funny,joy,NONE
2018-En-00287,#glee was my childhood,joy,NONE
2018-En-01605,@Mike_J_Lord You're welcome 😃,joy,NONE
2018-En-00174,"'I smile. I laugh. \nBut behind it, is a mysterious me.'",joy,NONE
2018-En-03827,Down to one roll... Wonderful I need more toilet paper. #personalassistant ,joy,NONE
2018-En-00638,"@solshaz @na_myung you bad wife,ate all his food 😂",joy,NONE
2018-En-00584,"Koi to uso is off to a great start, enjoying it alot. Hope i don't lose interest midway just like i did with the manga xD",joy,NONE
2018-En-01412,MOMS - NO Dancing at the bus stop... you might embarrass your kid 😂😂#luckytohaveme\n#momonfire #giggles,joy,NONE
2018-En-02585,@huedrinkwater happy birthday cuzy xxx,joy,NONE
2018-En-01939,@NCSNorthEast @NCS It'll start on Sunday when the first groups depart :),joy,NONE
2018-En-00723,"Happy 12th birthday to my Neopet! #retro\nHappy 75th birthday, Harrison Ford! #legendary\nHappy 80th birthday, Krispy Kreme! #delicious",joy,NONE
2018-En-00563,No legit though this is my first ever experience and it's when I don't wear makeup so was pretty ironic tbh #giggle but no ta pal,joy,NONE
2018-En-03323,Dick Gregory &amp; Jerry Lewis 2 greats who's creativity and imaginations brought smiles &amp; laughter to place not always illuminated. ,joy,NONE
2018-En-02501,Morning all! Here's to a #wonderful #Wednesday with #warm #weather &amp; #happy #holiday makers may the #sun #shine on #Cornwall #kernow #enjoy,joy,NONE
2018-En-03431,I find the term 'poofter' fucking hilarious,joy,NONE
2018-En-01856,"I would anybody have seen it\nI’ll laugh all the car?\nClothes are really gettin in a night I lost myself, hating myself, I",joy,NONE
2018-En-03915,season 6 #glee,joy,NONE
2018-En-01147,There are recipes for #porkchops w apple cider glaze but has anyone tried the meat steeped in the vinegar &amp; #BBQ w hickory smoke? #delicious,joy,NONE
2018-En-03211,@RealRobFowler @BatTheMusical Fourth Visit in a row... Wow!!! Amazing as ever... Can't believe I can't go again... #whatpart... #brilliant 🦇,joy,NONE
2018-En-03552,@Dansgaming YES!! I love making my own coffee drinks at home! #super  !!,joy,NONE
2018-En-01774,Doing my daily devotionals brings  me such 🙌🏽 joy to my life. Its truly #amazing to study his words. #amen #godisgood #dailydevotionals,joy,NONE
2018-En-03469,"So excited for the final 10 eps of @MTVteenwolf! So happy @dylanobrien is back and @TylerL_Hoechlin returns, as well as @ColtonLHaynes 😄❤",joy,NONE
2018-En-03081,#attacked in the #pool or #lake #swimming? Put your hands around their neck and push em down. #yoursizedoesntmatter bc #water is #buoyant,joy,NONE
2018-En-00442,Getting an unexpected phone call that instantly cheers you up &amp; makes you smile! :) #week12 #itsthelittlethings #smiles,joy,NONE
2018-En-01808,Sometimes you have to smile to hide your fears and to laugh to hide your tears,joy,NONE
2018-En-00172,@bugusdiemon Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,joy,NONE
2018-En-01926,Worst missing is missing ur ownself u used to be once upon a time. #happy #ambitious#innocent #LifeDreamer,joy,NONE
2018-En-03462,#Stitchers season 3 marathon. #FreeForm has some #entertaining shows.,joy,NONE
2018-En-01089,My joy is not so light that I will allow Mondays shenanigans to take it away. Hello Tuesday I greet you with a smile,joy,NONE
2018-En-02114,Shocking business by Real Madrid and Bayern doing great business as usual. Getting a world class player in his peak on loan is brilliant.,joy,NONE
2018-En-02065,Happier than I have been in a long time \n#happy #smiles #beingme #wifey,joy,NONE
2018-En-02485,@aegyotaetae @oyeakasha One of my favourite clips 😂,joy,NONE
2018-En-03978,A bit late but had to say Love You Zindagi by The Live 100 experience gave me goosebumps!Big shout to all of them! #awesomeness at its peak,joy,NONE
2018-En-02767,max @whitephobe is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award &lt;3 i lov him sm hes a delight &amp; a half,joy,NONE
2018-En-00719,#happy #birthday #day trip #great day #super nice weather #blue sky #good mood #fun #love #ice cream #lycklig #födelsedag #öland,joy,NONE
2018-En-02555,All I want is get my sister @ashleyclaw &amp; @chrisdelia in a room and listen to both of them laugh #Hollywoodimprov #laughteristhebestmeds #😂,joy,NONE
2018-En-00362,@SteveConteNYC lovely! 😀,joy,NONE
2018-En-01570,@thetimtracker Saw last nights vlog. Sorry bout what u guys went through this weekend. Just glad u r doing better! Happy car shopping.,joy,NONE
2018-En-02564,#Pit2PB A barnyard full instruments + 10 rockin' sheep =  one fuming farmer with very little sleep!  #funny #Pit2Pub #C #PB,joy,NONE
2018-En-03605,' A good laugh and a long sleep are the two best cures.' — Irish Proverb #laughter #sleep #happiness,joy,NONE
