Tweet,Affect Dimension,Tweet_lema
"He who. can suppress a moment's anger, may prevent many days' sorrow. Chinese Proverbs\n\n#MakingMEGATurkeyWithMcLisse",3,suppress moments anger may prevent many days sorrow chinese proverbsnnmakingmegaturkeywithmclisse
Nothing more fun to do at a day like this ð­âï¸ð§ #dark #rainy,3,nothing fun day like dark rainy
"@pattrice It's a bit sad really. You'd think that he/she/it had something better to do, wouldn't you?",3,bit sad really would think hesheit something well would
"We lost: St. Louis, 2011 Week 10, 13-12 @Browns #satisfied #GoBrowns. :(",3,lost st louis 2011 week 10 1312 satisfied gobrowns
"No one wants the chubby, scarred toy. #hurting",3,one want chubby scar toy hurt
'Total Lunchgarden' is a grim insult,3,total lunchgarden grim insult
@F3Alpha #F3Roswell #Preblast\nI've been handed the keys to Roswell Area Park. See you in the gloom. Be ready to slip &amp; slide at 0530,3,f3roswell preblastnive hand key roswell area park see gloom ready slip andamp slide 0530
"and every time i cry hard, fear blankets me",3,every time cry hard fear blanket
@cnn please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.  #awful,3,please sebstian gorka tv whole trump admin need stop deflecting talk hillary awful
@ABCTV @AuSenate @annabelcrabb I confess I didn't watch last week. #bad Are you going to do an episode on accessibility?,3,confess watch last week bad go episode accessibility
how i drink two 40s and im still somewhat sober ?,3,drink two 40 still somewhat sober
"If someone gives you a confidential memo regarding the President of U.S., and tells you to leak it to the press, alarm bells should  go off",3,someone give confidential memo regard president us tell leak press alarm bell go
Uncharted 4 on Crushing is the least fun I've ever ha splaying a video game  ,3,uncharted 4 crushing least fun ive ever ha splay video game
It's 2017 and there still isn't an app to stop you from drunk texting #rage,3,2017 still app stop drink texting rage
"@PSHalabi what are the current statistics concerning 'backdoor abortions'. If alarming, what preemptive measures are in place?",3,current statistic concern backdoor abortions alarming preemptive measure place
Today all India Bank strike? WTH. Was this announced? What's this strike for? ,3,today india bank strike thw hell announced strike
@7sozo Thanks 4 following me! #Bible respect older man.Beg say you can.Been #sober 36years one half age72.Another 10 hit the pew 1Timothy5:1,3,thanks 4 follow bible respect old manbeg say canbeen sober 36years one half age72another 10 hit pew 1timothy51
"All I want to do is sleep. My dreams are bizarre, but still an escape from my problems. Is this #anxiety, #depression, or both? #tiredoflife",3,want sleep dream bizarre still escape problems anxiety depression tiredoflife
"As included in the Villalta scale, people living with #PTS experienced heaviness of the leg and pretibial oedema. #ISTH2017",3,include villalta scale people live pt experienced heaviness leg pretibial oedema isth2017
Today is a 'stay on bed ' day.  So snuggling up with Casey. I couldn't sleep last night.  #panicatracks,3,today stay bed day snuggle casey could sleep last night panicatracks
I can't believe a burrito was left on this sink and nobody though to trash it,3,cannot believe burrito leave sink nobody though trash
So I now have 3 pairs of shit arsehole neighbours; Any advice? #noisy #norespect #bigbuilding #awful #killinginthenameof,3,3 pair shit arsehole neighbours advice noisy norespect bigbuilding awful killinginthenameof
There's really #NoTime to wait on the approval of someone who lives their life in #bitterness and #negativity #NoThanks #ImGood,3,really notime wait approval someone live life bitterness negativity nothanks imgood
Gutted for #andymurray. #sadness #balls #Wimbledon2017 ð¾ð¬ð¾,3,gutted andymurray sadness ball wimbledon2017
Weather report: murky up north.,3,weather report murky north
i know my moods are dreadful when i sleep for 14 hours naturally\n\nwould rather be sleeping right now to be honest though,3,know mood dreadful sleep 14 hour naturallynnwould rather sleep right honest though
@JohnJCampbell Have just driven over the Saddle Road... can confirm more potholes than sealed road. ,3,drive saddle road confirm pothole seal road
Ok so that was completely flat!!!! Where's the chemistry? Montana &amp; Alex are like a plank of wood so DULL! #loveisland #boring #dull,3,ok completely flat chemistry montana andamp alex like plank wood dull loveisland bore dull
"@Caprica Ah that's a neat idea, will check that out - might makes me more depressed about my slowness tho ð¤£",3,ah neat idea check might depressed slowness tho
@Loneranger1166 @NBCNews She's a rhodes scholar! You're so ignorant you probably don't even know what that is #feelsadforyou ,3,rhodes scholar ignorant probably even know feelsadforyou
"Dont sink to the level of those who insult you. Rather, rise to the level of those who inspire you. Deliver result, not insult",3,dont sink level insult rather rise level inspire deliver result insult
Omg the mother and daughter in #wanteddownunder are unbearable! #miserable #dull #ungrateful\nI'd move with the Dad no worries ! ð¤£ð¤£,3,omg mother daughter wanteddownunder unbearable miserable dull ungratefulnid move dad worry
@shelby_Billsfan @buffalobills They kinda hafta be these days. #bleak ð¬,3,kinda hafta days bleak
Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.,3,avoid facial cleanser contain harsh chemical irritate weaken protective barrier skin use natural cleansers
When Austin lets u take a rest day #tears #happy #crying #amazing #bestdayever #kindasad #cantfeelmyarms #actuallydieing,3,austin let u take rest day tear happy cry amazing bestdayever kindasad cantfeelmyarms actuallydieing
"Here in South Bend, IN, Quad Cities River Bandits leading the SB Cubs 3-0. Organist v fond of   'Master of the House' from 'Les Miz.' #sadly",3,south bend quad city river bandit lead sb cubs 30 organist v fond master house les miz sadly
"Don`t blow your top! #Spicy foods boost production of feel-good hormones, such as serotonin. So they may help ease #depression &amp; #stress",3,dont blow top spicy food boost production feelgood hormones serotonin may help ease depression andamp stress
"The bathroom sink just spat a spider at me.  I turned on the faucet, and a sizable spider flew up out of the drain.  #spiders #fb",3,bathroom sink spat spider turn faucet sizable spider fly drain spider fb
I'm the wholesome drunk that sends people memes and compliments them at 2am on snap,3,wholesome drunk send people meme compliment 2am snap
It's #AmazonPrimeDay! And I'm #broke. So in reality it just another day for me #depressing,3,amazonprimeday broke reality another day depress
At the end of my tether with trying to get any truth or reassurance that our house will be built. #depressed #angry #stillwaiting #Bovis,3,end tether try truth reassurance house built depressed angry stillwaiting bovis
It is a shameful thing to be weary of inquiry when what we search for is excellent. - Marcus Tulius Cicero #ALDUBersaryin5Days @lynie1283,3,shameful thing weary inquiry search excellent marcus tulius cicero aldubersaryin5days
Found out the peraon i liked wanted to that someone else #sadness,3,find peraon like want someone else sadness
"I dreamt that my dog, Snoopy, came back to life. Man I miss that dog ð",3,dream dog snoopy come back life man miss dog
Love it when @JenniferHorn is laughing as hard at @brianwhitman's rif as I am! ð #crying ð¤£ð¤£ #chateaubriand @MorningAnswerLA,3,love laugh hard rif cry chateaubriand
"Catching up on Greys, almost couldn't make it through two episodes because of how sad the storyline was. Two best/worst eps for me. ",3,catch greys almost could two episode sad storyline two bestworst eps
My #dark heart is filled with glee whenever I hear #thunder.,3,dark heart fill glee whenever hear thunder
it sucks that my phone got formatted earlier and all contacts and apps are gone ð¥,3,suck phone format earlier contact apps go
